Movement,Model,Anatomic_Distances,Rep,Left_Peak_frame,Left_Peak_time_s,Left_Peak_deg,Left_Valley_frame,Left_Valley_time_s,Left_Valley_deg,Left_ROM_deg,Right_Peak_frame,Right_Peak_time_s,Right_Peak_deg,Right_Valley_frame,Right_Valley_time_s,Right_Valley_deg,Right_ROM_deg
Elbow Flex/Ext,NOT_C7,Perfect,3,1666,16.66,134.51,1821,18.21,-0.8,135.32,1550.0,15.5,136.82,1706.0,17.06,0.8,136.02
Elbow Flex/Ext,NOT_C7,Perfect,4,2012,20.12,133.51,2184,21.84,-1.84,135.34,1897.0,18.97,137.07,2067.0,20.67,0.31,136.75
Elbow Flex/Ext,NOT_C7,Perfect,5,2357,23.57,133.58,2522,25.22,-1.6,135.18,2243.0,22.43,134.3,2420.0,24.2,1.4,132.89
Elbow Flex/Ext,NOT_C7,Perfect,6,2705,27.05,133.59,2867,28.67,-0.04,133.63,2591.0,25.91,135.36,2771.0,27.71,2.52,132.84
Elbow Flex/Ext,NOT_C7,Perfect,7,3050,30.5,133.41,3197,31.97,-0.78,134.19,2942.0,29.42,135.49,3103.0,31.03,1.83,133.66
Trunk Extended Lateral Inclination,Complete,IJ_C7,1,786,7.86,20.51,1020,10.2,-19.69,40.2,,,,,,,
Trunk Extended Lateral Inclination,Complete,IJ_C7,2,1262,12.62,20.33,1529,15.29,-20.33,40.66,,,,,,,
Trunk Extended Lateral Inclination,Complete,IJ_C7,3,1711,17.11,20.63,1954,19.54,-20.85,41.48,,,,,,,
Trunk Extended Lateral Inclination,Complete,IJ_C7,4,2151,21.51,19.7,2383,23.83,-20.35,40.05,,,,,,,
Trunk Extended Lateral Inclination,Complete,IJ_C7,5,2573,25.73,20.02,2812,28.12,-21.03,41.05,,,,,,,
Trunk Extended Lateral Inclination,Complete,IJ_C7,6,2985,29.85,21.52,3224,32.24,-18.93,40.45,,,,,,,
Trunk Extended Lateral Inclination,Complete,IJ_C7,7,3379,33.79,19.89,3607,36.07,-20.41,40.3,,,,,,,
Trunk Extended Lateral Inclination,Complete,IJ_C7,8,3812,38.12,19.75,4026,40.26,-21.32,41.07,,,,,,,
Trunk Extended Lateral Inclination,Complete,PX_C7,1,786,7.86,20.51,1020,10.2,-19.69,40.2,,,,,,,
Trunk Extended Lateral Inclination,Complete,PX_C7,2,1262,12.62,20.33,1529,15.29,-20.33,40.66,,,,,,,
Trunk Extended Lateral Inclination,Complete,PX_C7,3,1711,17.11,20.63,1954,19.54,-20.85,41.48,,,,,,,
Trunk Extended Lateral Inclination,Complete,PX_C7,4,2151,21.51,19.7,2383,23.83,-20.35,40.05,,,,,,,
Trunk Extended Lateral Inclination,Complete,PX_C7,5,2573,25.73,20.02,2812,28.12,-21.03,41.05,,,,,,,
Trunk Extended Lateral Inclination,Complete,PX_C7,6,2985,29.85,21.52,3224,32.24,-18.93,40.45,,,,,,,
Trunk Extended Lateral Inclination,Complete,PX_C7,7,3379,33.79,19.89,3607,36.07,-20.41,40.3,,,,,,,
Trunk Extended Lateral Inclination,Complete,PX_C7,8,3812,38.12,19.75,4026,40.26,-21.32,41.07,,,,,,,
Trunk Extended Lateral Inclination,Complete,IJ_PX_C7,1,786,7.86,20.51,1020,10.2,-19.69,40.2,,,,,,,
Trunk Extended Lateral Inclination,Complete,IJ_PX_C7,2,1262,12.62,20.33,1529,15.29,-20.33,40.66,,,,,,,
Trunk Extended Lateral Inclination,Complete,IJ_PX_C7,3,1711,17.11,20.63,1954,19.54,-20.85,41.48,,,,,,,
Trunk Extended Lateral Inclination,Complete,IJ_PX_C7,4,2151,21.51,19.7,2383,23.83,-20.35,40.05,,,,,,,
Trunk Extended Lateral Inclination,Complete,IJ_PX_C7,5,2573,25.73,20.02,2812,28.12,-21.03,41.05,,,,,,,
Trunk Extended Lateral Inclination,Complete,IJ_PX_C7,6,2985,29.85,21.52,3224,32.24,-18.93,40.45,,,,,,,
Trunk Extended Lateral Inclination,Complete,IJ_PX_C7,7,3379,33.79,19.89,3607,36.07,-20.41,40.3,,,,,,,
Trunk Extended Lateral Inclination,Complete,IJ_PX_C7,8,3812,38.12,19.75,4026,40.26,-21.32,41.07,,,,,,,
Trunk Extended Lateral Inclination,Complete,Perfect,1,786,7.86,20.51,1020,10.2,-19.69,40.2,,,,,,,
Trunk Extended Lateral Inclination,Complete,Perfect,2,1262,12.62,20.33,1529,15.29,-20.33,40.66,,,,,,,
Trunk Extended Lateral Inclination,Complete,Perfect,3,1711,17.11,20.63,1954,19.54,-20.85,41.48,,,,,,,
Trunk Extended Lateral Inclination,Complete,Perfect,4,2151,21.51,19.7,2383,23.83,-20.35,40.05,,,,,,,
Trunk Extended Lateral Inclination,Complete,Perfect,5,2573,25.73,20.02,2812,28.12,-21.03,41.05,,,,,,,
Trunk Extended Lateral Inclination,Complete,Perfect,6,2985,29.85,21.52,3224,32.24,-18.93,40.45,,,,,,,
Trunk Extended Lateral Inclination,Complete,Perfect,7,3379,33.79,19.89,3607,36.07,-20.41,40.3,,,,,,,
Trunk Extended Lateral Inclination,Complete,Perfect,8,3812,38.12,19.75,4026,40.26,-21.32,41.07,,,,,,,
Trunk Extended Lateral Inclination,C7,IJ_C7,1,790,7.9,20.11,1019,10.19,-20.16,40.26,,,,,,,
Trunk Extended Lateral Inclination,C7,IJ_C7,2,1262,12.62,20.06,1529,15.29,-20.56,40.62,,,,,,,
Trunk Extended Lateral Inclination,C7,IJ_C7,3,1711,17.11,20.51,1954,19.54,-20.91,41.42,,,,,,,
Trunk Extended Lateral Inclination,C7,IJ_C7,4,2159,21.59,19.69,2383,23.83,-20.01,39.7,,,,,,,
Trunk Extended Lateral Inclination,C7,IJ_C7,5,2573,25.73,19.64,2812,28.12,-21.37,41.02,,,,,,,
Trunk Extended Lateral Inclination,C7,IJ_C7,6,2985,29.85,21.23,3224,32.24,-18.66,39.89,,,,,,,
Trunk Extended Lateral Inclination,C7,IJ_C7,7,3379,33.79,19.18,3602,36.02,-20.72,39.91,,,,,,,
Trunk Extended Lateral Inclination,C7,IJ_C7,8,3812,38.12,19.62,4025,40.25,-21.95,41.58,,,,,,,
Trunk Extended Lateral Inclination,C7,PX_C7,1,790,7.9,20.11,1019,10.19,-20.16,40.26,,,,,,,
Trunk Extended Lateral Inclination,C7,PX_C7,2,1262,12.62,20.06,1529,15.29,-20.56,40.62,,,,,,,
Trunk Extended Lateral Inclination,C7,PX_C7,3,1711,17.11,20.51,1954,19.54,-20.91,41.42,,,,,,,
Trunk Extended Lateral Inclination,C7,PX_C7,4,2159,21.59,19.69,2383,23.83,-20.01,39.7,,,,,,,
Trunk Extended Lateral Inclination,C7,PX_C7,5,2573,25.73,19.64,2812,28.12,-21.37,41.02,,,,,,,
Trunk Extended Lateral Inclination,C7,PX_C7,6,2985,29.85,21.23,3224,32.24,-18.66,39.89,,,,,,,
Trunk Extended Lateral Inclination,C7,PX_C7,7,3379,33.79,19.18,3602,36.02,-20.72,39.91,,,,,,,
Trunk Extended Lateral Inclination,C7,PX_C7,8,3812,38.12,19.62,4025,40.25,-21.95,41.58,,,,,,,
Trunk Extended Lateral Inclination,C7,IJ_PX_C7,1,790,7.9,20.11,1019,10.19,-20.16,40.26,,,,,,,
Trunk Extended Lateral Inclination,C7,IJ_PX_C7,2,1262,12.62,20.06,1529,15.29,-20.56,40.62,,,,,,,
Trunk Extended Lateral Inclination,C7,IJ_PX_C7,3,1711,17.11,20.51,1954,19.54,-20.91,41.42,,,,,,,
Trunk Extended Lateral Inclination,C7,IJ_PX_C7,4,2159,21.59,19.69,2383,23.83,-20.01,39.7,,,,,,,
Trunk Extended Lateral Inclination,C7,IJ_PX_C7,5,2573,25.73,19.64,2812,28.12,-21.37,41.02,,,,,,,
Trunk Extended Lateral Inclination,C7,IJ_PX_C7,6,2985,29.85,21.23,3224,32.24,-18.66,39.89,,,,,,,
Trunk Extended Lateral Inclination,C7,IJ_PX_C7,7,3379,33.79,19.18,3602,36.02,-20.72,39.91,,,,,,,
Trunk Extended Lateral Inclination,C7,IJ_PX_C7,8,3812,38.12,19.62,4025,40.25,-21.95,41.58,,,,,,,
Trunk Extended Lateral Inclination,C7,Perfect,1,790,7.9,20.11,1019,10.19,-20.16,40.26,,,,,,,
Trunk Extended Lateral Inclination,C7,Perfect,2,1262,12.62,20.06,1529,15.29,-20.56,40.62,,,,,,,
Trunk Extended Lateral Inclination,C7,Perfect,3,1711,17.11,20.51,1954,19.54,-20.91,41.42,,,,,,,
Trunk Extended Lateral Inclination,C7,Perfect,4,2159,21.59,19.69,2383,23.83,-20.01,39.7,,,,,,,
Trunk Extended Lateral Inclination,C7,Perfect,5,2573,25.73,19.64,2812,28.12,-21.37,41.02,,,,,,,
Trunk Extended Lateral Inclination,C7,Perfect,6,2985,29.85,21.23,3224,32.24,-18.66,39.89,,,,,,,
Trunk Extended Lateral Inclination,C7,Perfect,7,3379,33.79,19.18,3602,36.02,-20.72,39.91,,,,,,,
Trunk Extended Lateral Inclination,C7,Perfect,8,3812,38.12,19.62,4025,40.25,-21.95,41.58,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,IJ_C7,1,786,7.86,19.64,1018,10.18,-19.4,39.04,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,IJ_C7,2,1262,12.62,19.5,1529,15.29,-19.94,39.45,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,IJ_C7,3,1711,17.11,19.93,1954,19.54,-20.3,40.23,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,IJ_C7,4,2159,21.59,18.96,2383,23.83,-19.44,38.4,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,IJ_C7,5,2573,25.73,19.03,2812,28.12,-20.53,39.57,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,IJ_C7,6,2985,29.85,20.59,3224,32.24,-18.16,38.75,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,IJ_C7,7,3379,33.79,18.71,3602,36.02,-20.14,38.85,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,IJ_C7,8,3811,38.11,19.07,4025,40.25,-21.32,40.39,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,PX_C7,1,786,7.86,19.64,1018,10.18,-19.4,39.04,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,PX_C7,2,1262,12.62,19.5,1529,15.29,-19.94,39.45,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,PX_C7,3,1711,17.11,19.93,1954,19.54,-20.3,40.23,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,PX_C7,4,2159,21.59,18.96,2383,23.83,-19.44,38.4,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,PX_C7,5,2573,25.73,19.03,2812,28.12,-20.53,39.57,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,PX_C7,6,2985,29.85,20.59,3224,32.24,-18.16,38.75,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,PX_C7,7,3379,33.79,18.71,3602,36.02,-20.14,38.85,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,PX_C7,8,3811,38.11,19.07,4025,40.25,-21.32,40.39,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,IJ_PX_C7,1,786,7.86,19.64,1018,10.18,-19.4,39.04,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,IJ_PX_C7,2,1262,12.62,19.5,1529,15.29,-19.94,39.45,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,IJ_PX_C7,3,1711,17.11,19.93,1954,19.54,-20.3,40.23,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,IJ_PX_C7,4,2159,21.59,18.96,2383,23.83,-19.44,38.4,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,IJ_PX_C7,5,2573,25.73,19.03,2812,28.12,-20.53,39.57,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,IJ_PX_C7,6,2985,29.85,20.59,3224,32.24,-18.16,38.75,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,IJ_PX_C7,7,3379,33.79,18.71,3602,36.02,-20.14,38.85,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,IJ_PX_C7,8,3811,38.11,19.07,4025,40.25,-21.32,40.39,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,Perfect,1,786,7.86,19.64,1018,10.18,-19.4,39.04,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,Perfect,2,1262,12.62,19.5,1529,15.29,-19.94,39.45,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,Perfect,3,1711,17.11,19.93,1954,19.54,-20.3,40.23,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,Perfect,4,2159,21.59,18.96,2383,23.83,-19.44,38.4,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,Perfect,5,2573,25.73,19.03,2812,28.12,-20.53,39.57,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,Perfect,6,2985,29.85,20.59,3224,32.24,-18.16,38.75,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,Perfect,7,3379,33.79,18.71,3602,36.02,-20.14,38.85,,,,,,,
Trunk Extended Lateral Inclination,NOT_C7,Perfect,8,3811,38.11,19.07,4025,40.25,-21.32,40.39,,,,,,,
Thorax Lateral Inclination,Complete,IJ_C7,1,788,7.88,53.64,1021,10.21,-54.31,107.95,,,,,,,
Thorax Lateral Inclination,Complete,IJ_C7,2,1273,12.73,47.63,1529,15.29,-55.17,102.8,,,,,,,
Thorax Lateral Inclination,Complete,IJ_C7,3,1709,17.09,47.56,1954,19.54,-56.14,103.7,,,,,,,
Thorax Lateral Inclination,Complete,IJ_C7,4,2150,21.5,45.11,2381,23.81,-55.22,100.33,,,,,,,
Thorax Lateral Inclination,Complete,IJ_C7,5,2573,25.73,47.51,2809,28.09,-54.96,102.47,,,,,,,
Thorax Lateral Inclination,Complete,IJ_C7,6,2983,29.83,48.63,3219,32.19,-51.45,100.07,,,,,,,
Thorax Lateral Inclination,Complete,IJ_C7,7,3386,33.86,47.63,3614,36.14,-54.41,102.04,,,,,,,
Thorax Lateral Inclination,Complete,IJ_C7,8,3808,38.08,44.47,4024,40.24,-55.61,100.08,,,,,,,
Thorax Lateral Inclination,Complete,PX_C7,1,788,7.88,53.64,1021,10.21,-54.31,107.95,,,,,,,
Thorax Lateral Inclination,Complete,PX_C7,2,1273,12.73,47.63,1529,15.29,-55.17,102.8,,,,,,,
Thorax Lateral Inclination,Complete,PX_C7,3,1709,17.09,47.56,1954,19.54,-56.14,103.7,,,,,,,
Thorax Lateral Inclination,Complete,PX_C7,4,2150,21.5,45.11,2381,23.81,-55.22,100.33,,,,,,,
Thorax Lateral Inclination,Complete,PX_C7,5,2573,25.73,47.51,2809,28.09,-54.96,102.47,,,,,,,
Thorax Lateral Inclination,Complete,PX_C7,6,2983,29.83,48.63,3219,32.19,-51.45,100.07,,,,,,,
Thorax Lateral Inclination,Complete,PX_C7,7,3386,33.86,47.63,3614,36.14,-54.41,102.04,,,,,,,
Thorax Lateral Inclination,Complete,PX_C7,8,3808,38.08,44.47,4024,40.24,-55.61,100.08,,,,,,,
Thorax Lateral Inclination,Complete,IJ_PX_C7,1,788,7.88,53.64,1021,10.21,-54.31,107.95,,,,,,,
Thorax Lateral Inclination,Complete,IJ_PX_C7,2,1273,12.73,47.63,1529,15.29,-55.17,102.8,,,,,,,
Thorax Lateral Inclination,Complete,IJ_PX_C7,3,1709,17.09,47.56,1954,19.54,-56.14,103.7,,,,,,,
Thorax Lateral Inclination,Complete,IJ_PX_C7,4,2150,21.5,45.11,2381,23.81,-55.22,100.33,,,,,,,
Thorax Lateral Inclination,Complete,IJ_PX_C7,5,2573,25.73,47.51,2809,28.09,-54.96,102.47,,,,,,,
Thorax Lateral Inclination,Complete,IJ_PX_C7,6,2983,29.83,48.63,3219,32.19,-51.45,100.07,,,,,,,
Thorax Lateral Inclination,Complete,IJ_PX_C7,7,3386,33.86,47.63,3614,36.14,-54.41,102.04,,,,,,,
Thorax Lateral Inclination,Complete,IJ_PX_C7,8,3808,38.08,44.47,4024,40.24,-55.61,100.08,,,,,,,
Thorax Lateral Inclination,Complete,Perfect,1,788,7.88,53.64,1021,10.21,-54.31,107.95,,,,,,,
Thorax Lateral Inclination,Complete,Perfect,2,1273,12.73,47.63,1529,15.29,-55.17,102.8,,,,,,,
Thorax Lateral Inclination,Complete,Perfect,3,1709,17.09,47.56,1954,19.54,-56.14,103.7,,,,,,,
Thorax Lateral Inclination,Complete,Perfect,4,2150,21.5,45.11,2381,23.81,-55.22,100.33,,,,,,,
Thorax Lateral Inclination,Complete,Perfect,5,2573,25.73,47.51,2809,28.09,-54.96,102.47,,,,,,,
Thorax Lateral Inclination,Complete,Perfect,6,2983,29.83,48.63,3219,32.19,-51.45,100.07,,,,,,,
Thorax Lateral Inclination,Complete,Perfect,7,3386,33.86,47.63,3614,36.14,-54.41,102.04,,,,,,,
Thorax Lateral Inclination,Complete,Perfect,8,3808,38.08,44.47,4024,40.24,-55.61,100.08,,,,,,,
Thorax Lateral Inclination,C7,IJ_C7,1,788,7.88,52.71,1021,10.21,-55.04,107.75,,,,,,,
Thorax Lateral Inclination,C7,IJ_C7,2,1280,12.8,47.32,1529,15.29,-54.16,101.48,,,,,,,
Thorax Lateral Inclination,C7,IJ_C7,3,1709,17.09,47.96,1952,19.52,-54.61,102.57,,,,,,,
Thorax Lateral Inclination,C7,IJ_C7,4,2153,21.53,46.37,2381,23.81,-51.94,98.31,,,,,,,
Thorax Lateral Inclination,C7,IJ_C7,5,2575,25.75,47.03,2809,28.09,-54.51,101.54,,,,,,,
Thorax Lateral Inclination,C7,IJ_C7,6,2985,29.85,48.15,3219,32.19,-48.6,96.75,,,,,,,
Thorax Lateral Inclination,C7,IJ_C7,7,3387,33.87,45.76,3614,36.14,-53.37,99.13,,,,,,,
Thorax Lateral Inclination,C7,IJ_C7,8,3808,38.08,45.25,4024,40.24,-56.0,101.25,,,,,,,
Thorax Lateral Inclination,C7,PX_C7,1,788,7.88,52.7,1021,10.21,-54.88,107.57,,,,,,,
Thorax Lateral Inclination,C7,PX_C7,2,1280,12.8,47.26,1531,15.31,-54.15,101.41,,,,,,,
Thorax Lateral Inclination,C7,PX_C7,3,1709,17.09,47.9,1954,19.54,-54.53,102.42,,,,,,,
Thorax Lateral Inclination,C7,PX_C7,4,2154,21.54,46.17,2381,23.81,-51.86,98.04,,,,,,,
Thorax Lateral Inclination,C7,PX_C7,5,2575,25.75,46.85,2809,28.09,-54.5,101.35,,,,,,,
Thorax Lateral Inclination,C7,PX_C7,6,2985,29.85,48.06,3219,32.19,-48.46,96.53,,,,,,,
Thorax Lateral Inclination,C7,PX_C7,7,3387,33.87,45.53,3614,36.14,-53.43,98.96,,,,,,,
Thorax Lateral Inclination,C7,PX_C7,8,3808,38.08,45.0,4024,40.24,-56.05,101.05,,,,,,,
Thorax Lateral Inclination,C7,IJ_PX_C7,1,788,7.88,52.7,1021,10.21,-54.95,107.65,,,,,,,
Thorax Lateral Inclination,C7,IJ_PX_C7,2,1280,12.8,47.28,1529,15.29,-54.15,101.43,,,,,,,
Thorax Lateral Inclination,C7,IJ_PX_C7,3,1709,17.09,47.92,1952,19.52,-54.56,102.49,,,,,,,
Thorax Lateral Inclination,C7,IJ_PX_C7,4,2154,21.54,46.27,2381,23.81,-51.9,98.16,,,,,,,
Thorax Lateral Inclination,C7,IJ_PX_C7,5,2575,25.75,46.94,2809,28.09,-54.5,101.44,,,,,,,
Thorax Lateral Inclination,C7,IJ_PX_C7,6,2985,29.85,48.1,3219,32.19,-48.53,96.63,,,,,,,
Thorax Lateral Inclination,C7,IJ_PX_C7,7,3387,33.87,45.64,3614,36.14,-53.4,99.04,,,,,,,
Thorax Lateral Inclination,C7,IJ_PX_C7,8,3808,38.08,45.12,4024,40.24,-56.02,101.14,,,,,,,
Thorax Lateral Inclination,C7,Perfect,1,788,7.88,52.76,1021,10.21,-54.71,107.47,,,,,,,
Thorax Lateral Inclination,C7,Perfect,2,1277,12.77,47.26,1531,15.31,-54.25,101.51,,,,,,,
Thorax Lateral Inclination,C7,Perfect,3,1709,17.09,47.89,1954,19.54,-54.49,102.38,,,,,,,
Thorax Lateral Inclination,C7,Perfect,4,2154,21.54,45.95,2381,23.81,-51.83,97.78,,,,,,,
Thorax Lateral Inclination,C7,Perfect,5,2575,25.75,46.65,2809,28.09,-54.58,101.23,,,,,,,
Thorax Lateral Inclination,C7,Perfect,6,2985,29.85,48.01,3219,32.19,-48.33,96.34,,,,,,,
Thorax Lateral Inclination,C7,Perfect,7,3387,33.87,45.26,3614,36.14,-53.62,98.88,,,,,,,
Thorax Lateral Inclination,C7,Perfect,8,3808,38.08,44.69,4024,40.24,-56.23,100.92,,,,,,,
Thorax Lateral Inclination,NOT_C7,IJ_C7,1,787,7.87,49.06,1025,10.25,-52.14,101.2,,,,,,,
Thorax Lateral Inclination,NOT_C7,IJ_C7,2,1280,12.8,44.07,1529,15.29,-51.67,95.74,,,,,,,
Thorax Lateral Inclination,NOT_C7,IJ_C7,3,1707,17.07,44.78,1952,19.52,-52.38,97.16,,,,,,,
Thorax Lateral Inclination,NOT_C7,IJ_C7,4,2145,21.45,43.25,2377,23.77,-49.96,93.21,,,,,,,
Thorax Lateral Inclination,NOT_C7,IJ_C7,5,2575,25.75,44.71,2809,28.09,-51.0,95.71,,,,,,,
Thorax Lateral Inclination,NOT_C7,IJ_C7,6,2983,29.83,45.07,3219,32.19,-47.14,92.21,,,,,,,
Thorax Lateral Inclination,NOT_C7,IJ_C7,7,3388,33.88,43.08,3610,36.1,-50.79,93.87,,,,,,,
Thorax Lateral Inclination,NOT_C7,IJ_C7,8,3809,38.09,42.56,4024,40.24,-53.23,95.79,,,,,,,
Thorax Lateral Inclination,NOT_C7,PX_C7,1,787,7.87,48.73,1025,10.25,-51.65,100.38,,,,,,,
Thorax Lateral Inclination,NOT_C7,PX_C7,2,1280,12.8,43.71,1529,15.29,-51.35,95.05,,,,,,,
Thorax Lateral Inclination,NOT_C7,PX_C7,3,1707,17.07,44.36,1952,19.52,-52.02,96.39,,,,,,,
Thorax Lateral Inclination,NOT_C7,PX_C7,4,2145,21.45,42.74,2377,23.77,-49.67,92.41,,,,,,,
Thorax Lateral Inclination,NOT_C7,PX_C7,5,2575,25.75,44.21,2809,28.09,-50.64,94.86,,,,,,,
Thorax Lateral Inclination,NOT_C7,PX_C7,6,2983,29.83,44.66,3215,32.15,-46.77,91.43,,,,,,,
Thorax Lateral Inclination,NOT_C7,PX_C7,7,3388,33.88,42.64,3610,36.1,-50.54,93.19,,,,,,,
Thorax Lateral Inclination,NOT_C7,PX_C7,8,3809,38.09,42.01,4024,40.24,-52.94,94.95,,,,,,,
Thorax Lateral Inclination,NOT_C7,IJ_PX_C7,1,787,7.87,48.89,1025,10.25,-51.89,100.78,,,,,,,
Thorax Lateral Inclination,NOT_C7,IJ_PX_C7,2,1280,12.8,43.88,1529,15.29,-51.5,95.39,,,,,,,
Thorax Lateral Inclination,NOT_C7,IJ_PX_C7,3,1707,17.07,44.57,1952,19.52,-52.2,96.76,,,,,,,
Thorax Lateral Inclination,NOT_C7,IJ_PX_C7,4,2145,21.45,42.99,2377,23.77,-49.81,92.8,,,,,,,
Thorax Lateral Inclination,NOT_C7,IJ_PX_C7,5,2575,25.75,44.46,2809,28.09,-50.82,95.28,,,,,,,
Thorax Lateral Inclination,NOT_C7,IJ_PX_C7,6,2983,29.83,44.86,3219,32.19,-46.95,91.81,,,,,,,
Thorax Lateral Inclination,NOT_C7,IJ_PX_C7,7,3388,33.88,42.86,3610,36.1,-50.66,93.52,,,,,,,
Thorax Lateral Inclination,NOT_C7,IJ_PX_C7,8,3809,38.09,42.28,4024,40.24,-53.08,95.36,,,,,,,
Thorax Lateral Inclination,NOT_C7,Perfect,1,787,7.87,48.29,1025,10.25,-50.96,99.25,,,,,,,
Thorax Lateral Inclination,NOT_C7,Perfect,2,1280,12.8,43.21,1529,15.29,-50.92,94.13,,,,,,,
Thorax Lateral Inclination,NOT_C7,Perfect,3,1707,17.07,43.78,1952,19.52,-51.54,95.32,,,,,,,
Thorax Lateral Inclination,NOT_C7,Perfect,4,2146,21.46,42.02,2378,23.78,-49.29,91.31,,,,,,,
Thorax Lateral Inclination,NOT_C7,Perfect,5,2575,25.75,43.5,2809,28.09,-50.16,93.66,,,,,,,
Thorax Lateral Inclination,NOT_C7,Perfect,6,2983,29.83,44.1,3215,32.15,-46.28,90.37,,,,,,,
Thorax Lateral Inclination,NOT_C7,Perfect,7,3388,33.88,42.03,3610,36.1,-50.24,92.27,,,,,,,
Thorax Lateral Inclination,NOT_C7,Perfect,8,3809,38.09,41.21,4024,40.24,-52.58,93.79,,,,,,,
